id,category,subcategory,difficulty,question_type,question,prompt,answer_data,xp_reward,time_limit,tags,source,active
NLM-291,Decision Making,Ethics,Hard,MCQ,An officer discovers that a superior is falsifying operational records. The most appropriate course of action is to:,,"{""options"":[""Ignore it to preserve the command relationship"",""Confront the superior officer publicly"",""Report the matter through proper channels to the next senior authority"",""Leak it to the press for accountability""],""correctIndex"":2,""explanation"":""Integrity requires reporting misconduct through proper military channels not public confrontation ignoring it or bypassing the chain of command through the press.""}",20,,"[""ethics"",""integrity"",""decision making""]",NotebookLM Import,true
NLM-292,Interview Prep,Personal Interview,Medium,MCQ,What is the primary purpose of the Personal Interview in the SSB selection process?,,"{""options"":[""To test academic knowledge"",""To assess personality OLQs and officer-like potential through conversation"",""To verify factual information in the PIF"",""To rank candidates against each other""],""correctIndex"":1,""explanation"":""The PI assesses personality social skills life experiences self-awareness and officer-like potential not just academic knowledge or PIF verification.""}",10,,"[""interview"",""SSB"",""PI""]",NotebookLM Import,true
NLM-293,General Knowledge,Indian Military,Easy,MCQ,What is the motto of the Indian Military Academy?,,"{""options"":[""Service Before Self"",""Valour and Wisdom"",""The Safety Honour and Welfare of Your Country Come First Always"",""Nanyat Sreyo Hi Vidyate""],""correctIndex"":2,""explanation"":""The motto of IMA is: The Safety Honour and Welfare of Your Country Come First Always - a foundational principle for all commissioned officers.""}",5,,"[""IMA"",""motto"",""officer""]",NotebookLM Import,true
NLM-294,Communication,Body Language,Medium,MCQ,Which of the following best describes appropriate body language during the SSB personal interview?,,"{""options"":[""Leaning back to appear relaxed"",""Sitting upright maintaining eye contact and speaking clearly"",""Nodding continuously to show agreement"",""Avoiding eye contact to show humility""],""correctIndex"":1,""explanation"":""Sitting upright with natural eye contact and clear speech projects confidence composure and communication ability which are key traits assessed at SSB.""}",10,,"[""communication"",""interview"",""body language""]",NotebookLM Import,true
NLM-295,General Knowledge,Indian Military,Hard,MCQ,Which Indian Chief of Army Staff initiated Project Vijayee Bhav to focus on mental and physical fitness of troops?,,"{""options"":[""General Bipin Rawat"",""General M.M. Naravane"",""General V.P. Malik"",""General Deepak Kapoor""],""correctIndex"":1,""explanation"":""General M.M. Naravane initiated Project Vijayee Bhav as a holistic fitness initiative during his tenure as Chief of Army Staff.""}",20,,"[""Army"",""COAS"",""fitness""]",NotebookLM Import,true
NLM-296,SSB Fundamentals,OIR,Medium,MCQ,Which of the following best describes the purpose of the Officer Intelligence Rating test at SSB?,,"{""options"":[""To assess physical endurance"",""To measure verbal and non-verbal intelligence for officer suitability"",""To test knowledge of current affairs"",""To evaluate group leadership potential""],""correctIndex"":1,""explanation"":""The OIR test measures verbal and non-verbal intelligence to assess a candidate cognitive capacity and reasoning ability which are prerequisites for officer-level work.""}",10,,"[""OIR"",""intelligence"",""screening""]",NotebookLM Import,true
NLM-297,Leadership,Situational Leadership,Hard,MCQ,According to Situational Leadership Theory which leadership style is most appropriate when a follower is highly competent but lacks confidence?,,"{""options"":[""Directing high task low relationship"",""Coaching high task high relationship"",""Supporting low task high relationship"",""Delegating low task low relationship""],""correctIndex"":2,""explanation"":""Supporting style is best for competent but low-confidence followers. The leader provides encouragement and involvement rather than detailed instruction.""}",20,,"[""leadership"",""situational"",""theory""]",NotebookLM Import,true
NLM-298,General Knowledge,Indian Military,Medium,MCQ,Which award ranks third after Param Vir Chakra and Maha Vir Chakra for wartime gallantry?,,"{""options"":[""Ashok Chakra"",""Vir Chakra"",""Shaurya Chakra"",""Kirti Chakra""],""correctIndex"":1,""explanation"":""The Vir Chakra is the third-highest wartime gallantry award after the Param Vir Chakra and Maha Vir Chakra.""}",10,,"[""awards"",""gallantry"",""military""]",NotebookLM Import,true
NLM-299,OLQs,Social Effectiveness,Medium,MCQ,Which scenario best demonstrates the OLQ of Social Adaptability?,,"{""options"":[""Refusing to change your position during GD to maintain consistency"",""Adjusting communication style to be understood by both juniors and seniors"",""Avoiding interaction with members from different backgrounds"",""Completing assigned tasks ahead of schedule""],""correctIndex"":1,""explanation"":""Social Adaptability is the ability to adjust behaviour and communication to different people contexts and cultures essential for an officer working with diverse troops.""}",10,,"[""OLQ"",""social adaptability"",""communication""]",NotebookLM Import,true
NLM-300,Decision Making,Ethical Dilemmas,Hard,MCQ,An officer receives a direct order that he believes will result in unnecessary civilian casualties. The most appropriate action is to:,,"{""options"":[""Comply immediately without question"",""Refuse publicly to demonstrate moral courage"",""Seek clarification and express concern through the chain of command before execution"",""Carry out the order and report afterwards""],""correctIndex"":2,""explanation"":""The correct approach is to seek clarification and express concerns formally before execution. This reflects both integrity and discipline.""}",20,,"[""ethics"",""decision making"",""military law""]",NotebookLM Import,true
